mercado,archivo_fuente,fecha_emision,hora_emision,segmento_horario,medio,canal_raw,canal_normalizado,grupo_canal,localidad,spot_tipo,marca_raw,marca_comercial,producto,version,sector,subsector,duracion_segundos,costo_usd_real,costo_usd_estimado,costo_usd_final,is_valid,updated_at
BRASIL,20240901,2024-08-27,18:21:53,Primetime,TELEVISION_CABLE,SPORTV 3,SporTV 3,SporTV,NACIONAL,normal,FOOTY MANAGER,FOOTY MANAGER,CARTOLA FC,DEFINICAO,MIDIA,MIDIA ONLINE,30,310.0,1975.5010511883031,310.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-27,13:24:06,Day,TELEVISION_CABLE,SPORTV 3,SporTV 3,SporTV,NACIONAL,normal,FOOTY MANAGER,FOOTY MANAGER,CARTOLA FC,DEFINICAO,MIDIA,MIDIA ONLINE,30,120.0,642.55854144046259,120.0,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-27,17:49:55,Day,TELEVISION_CABLE,STAR CHANNEL,STAR Channel,STAR,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-27,19:44:55,Primetime,TELEVISION_CABLE,STAR CHANNEL,STAR Channel,STAR,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-27,13:14:51,Day,TELEVISION_CABLE,STAR CHANNEL,STAR Channel,STAR,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-27,12:28:12,Day,TELEVISION_CABLE,STAR CHANNEL,STAR Channel,STAR,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-27,12:51:53,Day,TELEVISION_CABLE,STAR CHANNEL,STAR Channel,STAR,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-27,20:34:00,Primetime,TELEVISION_CABLE,STAR CHANNEL,STAR Channel,STAR,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-27,13:44:19,Day,TELEVISION_CABLE,STAR CHANNEL,STAR Channel,STAR,NACIONAL,normal,SPORTFLIX,$PORTFLIX,SITE APOSTA,BONUS,MIDIA,MIDIA ONLINE,30,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
BRASIL,20240901,2024-08-27,18:20:16,Primetime,TELEVISION_CABLE,STAR CHANNEL,STAR Channel,STAR,NACIONAL,normal,MEGAGAME,MEGAGAME,SITE APOSTA,SAQUES SUPER RAPIDOS,MIDIA,MIDIA ONLINE,60,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:45:51,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,17:38:33,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,14:30:03,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:17:57,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:54:07,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,19:20:49,Primetime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,14:58:22,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:18:45,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,9,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,14:58:25,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,16:29:39,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,15:18:07,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,00:34:26,Primetime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:32:37,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,9,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:06:57,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:18:47,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,14:29:37,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:32:13,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,17:38:59,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,15:37:26,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,9,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:45:25,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,14:30:09,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:33:03,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:33:00,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,15:37:51,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,15:18:05,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:36:08,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:33:26,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,19:21:12,Primetime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,19:35:31,Primetime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,15:37:27,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:06:34,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:53:41,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,16:30:04,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,9,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,00:34:48,Primetime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:36:10,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:36:34,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,19:20:46,Primetime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:17:54,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:19:10,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:06:27,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:45:28,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,14:30:06,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,14:29:39,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:06:01,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:18:20,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,15:18:32,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,9,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,16:29:37,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:06:31,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,14:58:49,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,14:30:33,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Guadalajara,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,07:32:10,Greytime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,293.84257142857092,293.84257142857092,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,13:06:04,Day,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México 2,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,642.55854144046259,642.55854144046259,true,2026-06-18 23:39:33.427493 UTC
MEXICO,20240831,2024-08-27,00:34:23,Primetime,TELEVISION_CABLE,STAR Channel,STAR Channel,STAR,Ciudad de México,SPOT REGULAR,Corel,Corel,Casinos y Apuestas Virtuales,LOS GOATS TAMBIEN JUEGAN EN EL CASINO ON LINE CONVIERTETE EN UNO Y VIVE UNA EXPERIENCIA,DEPORTES Y PASATIEMPOS,DIVERSION,10,,1975.5010511883031,1975.5010511883031,true,2026-06-18 23:39:33.427493 UTC
